1925333,DELIVERED,7/31/2021 6:21
1935051,DELIVERED,7/31/2021 6:26
1935250,DELIVERED,7/31/2021 6:26
1935354,DELIVERED,7/31/2021 6:31
1935738,DELIVERED,7/31/2021 6:36
1935640,DELIVERED,7/31/2021 6:41
1928169,DELIVERED,8/1/2021 20:46
1928225,DELIVERED,8/1/2021 20:46
1928252,DELIVERED,8/1/2021 20:46
1928333,DELIVERED,8/1/2021 20:46
1928358,DELIVERED,8/1/2021 20:46
1928371,DELIVERED,8/1/2021 20:46
1928453,DELIVERED,8/1/2021 20:46
1928474,DELIVERED,8/1/2021 20:46
1928902,DELIVERED,8/1/2021 20:46
1928925,DELIVERED,8/1/2021 20:46
1929048,DELIVERED,8/1/2021 20:46
1929173,DELIVERED,8/1/2021 20:46
1929233,DELIVERED,8/1/2021 20:46
1930102,DELIVERED,8/1/2021 20:46
1930528,DELIVERED,8/1/2021 20:46
1930535,DELIVERED,8/1/2021 20:46
1930558,DELIVERED,8/1/2021 20:46
1930682,DELIVERED,8/1/2021 20:46
1930766,DELIVERED,8/1/2021 20:46
1930841,DELIVERED,8/1/2021 20:46
1931033,DELIVERED,8/1/2021 20:46
1931038,DELIVERED,8/1/2021 20:46
1931165,DELIVERED,8/1/2021 20:46
1931201,DELIVERED,8/1/2021 20:46
1931307,DELIVERED,8/1/2021 20:46
1931332,DELIVERED,8/1/2021 20:46
1931346,DELIVERED,8/1/2021 20:46
1931361,DELIVERED,8/1/2021 20:46
1931402,DELIVERED,8/1/2021 20:46
1931486,DELIVERED,8/1/2021 20:46
1931632,DELIVERED,8/1/2021 20:46
1931671,DELIVERED,8/1/2021 20:46
1931774,DELIVERED,8/1/2021 20:46
1931892,DELIVERED,8/1/2021 20:46
1931936,DELIVERED,8/1/2021 20:46
1932040,DELIVERED,8/1/2021 20:46
1932072,DELIVERED,8/1/2021 20:46
1932249,DELIVERED,8/1/2021 20:46
1932391,DELIVERED,8/1/2021 20:46
1933047,DELIVERED,8/1/2021 20:46
1933131,DELIVERED,8/1/2021 20:46
1937877,DELIVERED,7/31/2021 7:16
1937892,DELIVERED,7/31/2021 7:16
1938219,DELIVERED,7/31/2021 7:21
1938287,DELIVERED,7/31/2021 7:26
1938873,DELIVERED,7/31/2021 7:26
1938873,DELIVERED,7/31/2021 7:26
1939056,DELIVERED,7/31/2021 7:31
1939182,DELIVERED,7/31/2021 7:36
1942770,DELIVERED,8/2/2021 6:56
1943474,DELIVERED,8/2/2021 6:56
1943746,DELIVERED,8/2/2021 6:56
1943871,DELIVERED,8/2/2021 6:56
1943946,DELIVERED,8/2/2021 6:56
1943998,DELIVERED,8/2/2021 6:56
1941466,DELIVERED,8/2/2021 7:01
1941986,DELIVERED,8/2/2021 7:01
1942178,DELIVERED,8/2/2021 7:01
1941250,DELIVERED,8/2/2021 7:06
1941321,DELIVERED,8/2/2021 7:06
1946577,DELIVERED,8/2/2021 7:06
1946588,DELIVERED,8/2/2021 7:06
1944223,DELIVERED,8/2/2021 7:11
1945906,DELIVERED,8/2/2021 7:11
1946603,DELIVERED,8/2/2021 7:11
1946892,DELIVERED,8/2/2021 7:11
1944225,DELIVERED,8/2/2021 7:31
1936162,DELIVERED,8/2/2021 14:56
1936180,DELIVERED,8/2/2021 14:56
1936243,DELIVERED,8/2/2021 14:56
1936268,CLOSURE_IN_PROGRESS,8/2/2021 14:56
1936331,DELIVERED,8/2/2021 14:56
1936345,CLOSURE_IN_PROGRESS,8/2/2021 14:56
1936351,DELIVERED,8/2/2021 14:57
1936499,DELIVERED,8/2/2021 14:57
1936506,DELIVERED,8/2/2021 14:57
1936524,DELIVERED,8/2/2021 14:57
1936655,DELIVERED,8/2/2021 14:57
1936676,DELIVERED,8/2/2021 14:57
1936836,DELIVERED,8/2/2021 14:57
1936841,DELIVERED,8/2/2021 14:57
1937022,DELIVERED,8/2/2021 14:57
1937055,DELIVERED,8/2/2021 14:57
1937110,DELIVERED,8/2/2021 14:57
1937126,DELIVERED,8/2/2021 14:57
1937313,DELIVERED,8/2/2021 14:57
1937318,DELIVERED,8/2/2021 14:57
1937399,DELIVERED,8/2/2021 14:57
1937428,DELIVERED,8/2/2021 14:57
1937740,DELIVERED,8/2/2021 14:57
1937788,DELIVERED,8/2/2021 14:57
1937931,DELIVERED,8/2/2021 14:57
1937972,DELIVERED,8/2/2021 14:57
1938058,DELIVERED,8/2/2021 14:57
1938105,DELIVERED,8/2/2021 14:57
1938152,DELIVERED,8/2/2021 14:57
1938282,DELIVERED,8/2/2021 14:57
1938296,DELIVERED,8/2/2021 14:57
1938388,DELIVERED,8/2/2021 14:57
1938413,DELIVERED,8/2/2021 14:57
1938438,DELIVERED,8/2/2021 14:57
1938449,DELIVERED,8/2/2021 14:57
1938969,DELIVERED,8/2/2021 14:57
1938978,DELIVERED,8/2/2021 14:57
1939030,DELIVERED,8/2/2021 14:57
1939046,DELIVERED,8/2/2021 14:57
1939178,DELIVERED,8/2/2021 14:57
1939195,DELIVERED,8/2/2021 14:57
1939324,DELIVERED,8/2/2021 14:57
1939365,DELIVERED,8/2/2021 14:57
1939399,DELIVERED,8/2/2021 14:57
1939415,DELIVERED,8/2/2021 14:57
1939484,DELIVERED,8/2/2021 14:57
1939525,DELIVERED,8/2/2021 14:57
1939548,DELIVERED,8/2/2021 14:57
1939640,DELIVERED,8/2/2021 14:57
1939672,DELIVERED,8/2/2021 14:57
1939853,DELIVERED,8/2/2021 14:57
1939901,DELIVERED,8/2/2021 14:57
1939919,DELIVERED,8/2/2021 14:57
1939924,DELIVERED,8/2/2021 14:57
1939944,DELIVERED,8/2/2021 14:57
1939944,DELIVERED,8/2/2021 14:57
1939960,DELIVERED,8/2/2021 14:57
1939962,DELIVERED,8/2/2021 14:57
1939992,DELIVERED,8/2/2021 14:57
1940010,DELIVERED,8/2/2021 14:58
1940040,DELIVERED,8/2/2021 14:58
1940133,DELIVERED,8/2/2021 14:58
1940196,DELIVERED,8/2/2021 14:58
1940226,DELIVERED,8/2/2021 14:58
1940237,DELIVERED,8/2/2021 14:58
1940246,DELIVERED,8/2/2021 14:58
1940391,DELIVERED,8/2/2021 14:58
1940401,DELIVERED,8/2/2021 14:58
1940451,DELIVERED,8/2/2021 14:58
1940454,DELIVERED,8/2/2021 14:58
1940583,DELIVERED,8/2/2021 14:58
1940667,DELIVERED,8/2/2021 14:58
1940667,DELIVERED,8/2/2021 14:58
1940696,DELIVERED,8/2/2021 14:58
1940696,DELIVERED,8/2/2021 14:58
1940735,DELIVERED,8/2/2021 14:58
1940781,DELIVERED,8/2/2021 14:58
1940797,DELIVERED,8/2/2021 14:58
1940832,DELIVERED,8/2/2021 14:58
1940839,DELIVERED,8/2/2021 14:58
1940869,DELIVERED,8/2/2021 14:58
1940878,DELIVERED,8/2/2021 14:58
1925604,CHECKED_OUT,8/2/2021 23:08
1925608,CHECKED_OUT,8/2/2021 23:08
1925609,DELIVERED,8/2/2021 23:08
1925628,CHECKED_OUT,8/2/2021 23:08
1925628,CHECKED_OUT,8/2/2021 23:08
1925632,DELIVERED,8/2/2021 23:08
1925638,CHECKED_OUT,8/2/2021 23:08
1925645,CHECKED_OUT,8/2/2021 23:08
1925671,CHECKED_OUT,8/2/2021 23:08
1925671,DELIVERED,8/2/2021 23:08
1925684,DELIVERED,8/2/2021 23:08
1925716,CHECKED_OUT,8/2/2021 23:08
1925716,CHECKED_OUT,8/2/2021 23:08
1925732,DELIVERED,8/2/2021 23:08
1935427,DELIVERED,7/31/2021 6:31
1935495,DELIVERED,7/31/2021 6:31
1935591,DELIVERED,7/31/2021 6:36
1935777,DELIVERED,7/31/2021 6:41
1935438,DELIVERED,8/1/2021 10:06
1928169,DELIVERED,8/1/2021 20:46
1928271,DELIVERED,8/1/2021 20:46
1928305,DELIVERED,8/1/2021 20:46
1928359,DELIVERED,8/1/2021 20:46
1928363,DELIVERED,8/1/2021 20:46
1928400,DELIVERED,8/1/2021 20:46
1928731,DELIVERED,8/1/2021 20:46
1928801,DELIVERED,8/1/2021 20:46
1928940,DELIVERED,8/1/2021 20:46
1929051,DELIVERED,8/1/2021 20:46
1929152,DELIVERED,8/1/2021 20:46
1929329,DELIVERED,8/1/2021 20:46
1929599,DELIVERED,8/1/2021 20:46
1929748,DELIVERED,8/1/2021 20:46
1929815,DELIVERED,8/1/2021 20:46
1930034,DELIVERED,8/1/2021 20:46
1930054,DELIVERED,8/1/2021 20:46
1930154,DELIVERED,8/1/2021 20:46
1930245,DELIVERED,8/1/2021 20:46
1930396,DELIVERED,8/1/2021 20:46
1930496,DELIVERED,8/1/2021 20:46
1930530,DELIVERED,8/1/2021 20:46
1930705,DELIVERED,8/1/2021 20:46
1930753,DELIVERED,8/1/2021 20:46
1930854,DELIVERED,8/1/2021 20:46
1930905,DELIVERED,8/1/2021 20:46
1930987,DELIVERED,8/1/2021 20:46
1931160,DELIVERED,8/1/2021 20:46
1931161,DELIVERED,8/1/2021 20:46
1931260,DELIVERED,8/1/2021 20:46
1931294,DELIVERED,8/1/2021 20:46
1931559,DELIVERED,8/1/2021 20:46
1931881,DELIVERED,8/1/2021 20:46
1931960,DELIVERED,8/1/2021 20:46
1931964,DELIVERED,8/1/2021 20:46
1931996,DELIVERED,8/1/2021 20:46
1932329,DELIVERED,8/1/2021 20:46
1932447,DELIVERED,8/1/2021 20:46
1932462,DELIVERED,8/1/2021 20:46
1932785,DELIVERED,8/1/2021 20:46
1932957,DELIVERED,8/1/2021 20:46
